epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
120,1744.97,0.89206,0.85227,1.30497,0.68508,0.75858,0.80887,0.56413,1.10964,1.68628,1.38795,0.000236083,0.000236083,0.000236083
121,1759.53,0.88005,0.83775,1.28799,0.7768,0.76824,0.85191,0.60581,1.06338,1.60358,1.39094,0.000231605,0.000231605,0.000231605
122,1773.96,0.88726,0.81973,1.29781,0.76667,0.79308,0.83102,0.59969,1.04176,1.51006,1.34848,0.000227126,0.000227126,0.000227126
123,1788.4,0.88362,0.84062,1.28705,0.7436,0.79621,0.84596,0.60307,1.07166,1.4768,1.34435,0.000222648,0.000222648,0.000222648
124,1802.87,0.87597,0.83169,1.29507,0.72822,0.786,0.80357,0.58058,1.06364,1.4905,1.34366,0.00021817,0.00021817,0.00021817
125,1817.44,0.89078,0.83146,1.31164,0.77609,0.80282,0.83729,0.6027,1.06258,1.3275,1.33571,0.000213692,0.000213692,0.000213692
126,1831.95,0.87913,0.81377,1.28704,0.75496,0.79709,0.85691,0.61688,1.08364,1.41734,1.35878,0.000209213,0.000209213,0.000209213
127,1846.37,0.86278,0.817,1.28067,0.75497,0.75549,0.83014,0.59895,1.03889,1.67653,1.35222,0.000204735,0.000204735,0.000204735
128,1860.84,0.86998,0.80039,1.28457,0.74077,0.78777,0.8352,0.59653,1.07163,1.54222,1.36565,0.000200257,0.000200257,0.000200257
129,1875.4,0.85727,0.79563,1.28015,0.73315,0.80148,0.83451,0.59853,1.06186,1.41781,1.3493,0.000195778,0.000195778,0.000195778
130,1889.9,0.86495,0.82959,1.27894,0.73616,0.80738,0.85403,0.59075,1.06754,1.44296,1.35394,0.0001913,0.0001913,0.0001913
131,1904.3,0.86918,0.80085,1.28603,0.76827,0.7944,0.83122,0.59335,1.0429,1.46187,1.35265,0.000186822,0.000186822,0.000186822
132,1918.85,0.85632,0.79211,1.2727,0.73924,0.79881,0.83724,0.58858,1.07553,1.44343,1.35561,0.000182343,0.000182343,0.000182343
133,1933.41,0.85097,0.7927,1.27248,0.77753,0.79313,0.84835,0.60613,1.0586,1.46715,1.35635,0.000177865,0.000177865,0.000177865
134,1947.83,0.85116,0.80382,1.27593,0.74604,0.81732,0.85086,0.61548,1.06413,1.44311,1.35726,0.000173387,0.000173387,0.000173387
135,1962.18,0.8491,0.79162,1.26658,0.79553,0.78653,0.85425,0.61776,1.06333,1.51338,1.37473,0.000168909,0.000168909,0.000168909
136,1976.84,0.8387,0.77615,1.2573,0.77804,0.76793,0.82834,0.59319,1.09465,1.5693,1.39958,0.00016443,0.00016443,0.00016443
137,1991.3,0.83337,0.78271,1.26227,0.74032,0.78486,0.83837,0.60797,1.05963,1.56584,1.36422,0.000159952,0.000159952,0.000159952
138,2005.66,0.84526,0.77222,1.27008,0.80069,0.78666,0.86339,0.6287,1.06104,1.44337,1.34381,0.000155474,0.000155474,0.000155474
139,2020.1,0.84005,0.76842,1.26658,0.81619,0.79315,0.85601,0.62485,1.06539,1.35597,1.34859,0.000150995,0.000150995,0.000150995
140,2034.54,0.84676,0.79587,1.26298,0.76009,0.76485,0.80874,0.58066,1.09645,1.64769,1.38108,0.000146517,0.000146517,0.000146517
141,2048.9,0.83381,0.78838,1.25567,0.7692,0.77762,0.8301,0.60155,1.07365,1.3899,1.3473,0.000142039,0.000142039,0.000142039
